Media,Tactic,Week_start,Year,Quarter,Month,Week,Spending
NBCU - Apple News,DIGITAL,2020-02-17,2020,1,2,8,6755.46333333333
Kelly Clarkson Show (BTS - Digital),DIGITAL,2020-02-17,2020,1,2,8,0.0
KH Digital - Super Bowl (Tastemade),DIGITAL,2020-02-17,2020,1,2,8,0.0
KH Digital - Super Bowl (Influencers),DIGITAL,2020-02-17,2020,1,2,8,0.0
KH Digital - Breakfast (Tastemade),DIGITAL,2020-02-17,2020,1,2,8,103333.33
KH Digital - Summer (Delish),DIGITAL,2020-02-17,2020,1,2,8,0.0
KH Digital - BTS (Delish),DIGITAL,2020-02-17,2020,1,2,8,0.0
Digital - 2-Market Test,DIGITAL,2020-02-17,2020,1,2,8,15694.66
Digital - Super Bowl (Paid Social),DIGITAL,2020-02-17,2020,1,2,8,0.0
Digital - SuperBowl (Search \ RT),DIGITAL,2020-02-17,2020,1,2,8,0.0
Digital - Breakfast (Paid Social - Pop Up),DIGITAL,2020-02-17,2020,1,2,8,7636.33
Digital - Breakfast (Paid Social),DIGITAL,2020-02-17,2020,1,2,8,10771.0
Digital - StayHome (Paid Social),DIGITAL,2020-02-17,2020,1,2,8,0.0
Digital - Summer (Paid Social),DIGITAL,2020-02-17,2020,1,2,8,0.0
Digital - BTS,DIGITAL,2020-02-17,2020,1,2,8,0.0
Digital - Round Bread,DIGITAL,2020-02-17,2020,1,2,8,0.0
Digital - Holiday \ 70th,DIGITAL,2020-02-17,2020,1,2,8,0.0
Digital - Boosted Organic Posts,DIGITAL,2020-02-17,2020,1,2,8,0.0
TV - ABC\GMA,TV,2020-02-24,2020,1,2,9,77095.0
TV - ABC\GMA3,TV,2020-02-24,2020,1,2,9,23460.0
TV - Today Show,TV,2020-02-24,2020,1,2,9,47620.4
TV - E!,TV,2020-02-24,2020,1,2,9,0.0
TV - Fox News,TV,2020-02-24,2020,1,2,9,25217.8
TV - Weather Channel,TV,2020-02-24,2020,1,2,9,23171.238
TV - Recipe.TV,TV,2020-02-24,2020,1,2,9,377.0
TV - Simulmedia,TV,2020-02-24,2020,1,2,9,210000.0
TV - FreeWheel,TV,2020-02-24,2020,1,2,9,120000.0
TV - Kelly Clarkson Show,TV,2020-02-24,2020,1,2,9,0.0
TV - Sinclair (Global Citizen),TV,2020-02-24,2020,1,2,9,0.0
TV - Cadent (Addressable),TV,2020-02-24,2020,1,2,9,125365.26
Sinclair - Local Market (TV),TV,2020-02-24,2020,1,2,9,84206.95
Sponsorship - GMA,SPONSORSHIP,2020-02-24,2020,1,2,9,0.0
Sponsorship - Today Show,SPONSORSHIP,2020-02-24,2020,1,2,9,0.0
Sponsorship - Access Live,SPONSORSHIP,2020-02-24,2020,1,2,9,0.0
Sponsorship - E!,SPONSORSHIP,2020-02-24,2020,1,2,9,0.0
Sponsorship - Kelly Clarkson Show,SPONSORSHIP,2020-02-24,2020,1,2,9,0.0
Radio - NYC Pop Up,RADIO,2020-02-24,2020,1,2,9,0.0
Print - FNMagazine \ MSL Holiday,PRINT,2020-02-24,2020,1,2,9,22081.25
OOH - Billups,BILLBOARD,2020-02-24,2020,1,2,9,124993.75
Ambassador - Jenna Fischer,INFLUENCER,2020-02-24,2020,1,2,9,0.0
Sinclair - Local Market (Digital),DIGITAL,2020-02-24,2020,1,2,9,0.0
GMA (Digital),DIGITAL,2020-02-24,2020,1,2,9,9140.875
NBCU - Today Show (Digital),DIGITAL,2020-02-24,2020,1,2,9,0.0
NBCU - Access Live (Digital),DIGITAL,2020-02-24,2020,1,2,9,0.0
NBCU - E! (Digital),DIGITAL,2020-02-24,2020,1,2,9,0.0
NBCU - Tasty,DIGITAL,2020-02-24,2020,1,2,9,53070.595
NBCU - Apple News,DIGITAL,2020-02-24,2020,1,2,9,6755.46333333333
Kelly Clarkson Show (BTS - Digital),DIGITAL,2020-02-24,2020,1,2,9,0.0
KH Digital - Super Bowl (Tastemade),DIGITAL,2020-02-24,2020,1,2,9,0.0
KH Digital - Super Bowl (Influencers),DIGITAL,2020-02-24,2020,1,2,9,0.0
KH Digital - Breakfast (Tastemade),DIGITAL,2020-02-24,2020,1,2,9,103333.33
KH Digital - Summer (Delish),DIGITAL,2020-02-24,2020,1,2,9,0.0
KH Digital - BTS (Delish),DIGITAL,2020-02-24,2020,1,2,9,0.0
Digital - 2-Market Test,DIGITAL,2020-02-24,2020,1,2,9,15694.66
Digital - Super Bowl (Paid Social),DIGITAL,2020-02-24,2020,1,2,9,0.0
Digital - SuperBowl (Search \ RT),DIGITAL,2020-02-24,2020,1,2,9,0.0
Digital - Breakfast (Paid Social - Pop Up),DIGITAL,2020-02-24,2020,1,2,9,7636.33
Digital - Breakfast (Paid Social),DIGITAL,2020-02-24,2020,1,2,9,10771.0
Digital - StayHome (Paid Social),DIGITAL,2020-02-24,2020,1,2,9,0.0
Digital - Summer (Paid Social),DIGITAL,2020-02-24,2020,1,2,9,0.0
Digital - BTS,DIGITAL,2020-02-24,2020,1,2,9,0.0
Digital - Round Bread,DIGITAL,2020-02-24,2020,1,2,9,0.0
Digital - Holiday \ 70th,DIGITAL,2020-02-24,2020,1,2,9,0.0
Digital - Boosted Organic Posts,DIGITAL,2020-02-24,2020,1,2,9,190.0
TV - ABC\GMA,TV,2020-03-02,2020,1,3,10,0.0
TV - ABC\GMA3,TV,2020-03-02,2020,1,3,10,0.0
TV - Today Show,TV,2020-03-02,2020,1,3,10,0.0
TV - E!,TV,2020-03-02,2020,1,3,10,0.0
TV - Fox News,TV,2020-03-02,2020,1,3,10,0.0
TV - Weather Channel,TV,2020-03-02,2020,1,3,10,0.0
TV - Recipe.TV,TV,2020-03-02,2020,1,3,10,0.0
TV - Simulmedia,TV,2020-03-02,2020,1,3,10,0.0
TV - FreeWheel,TV,2020-03-02,2020,1,3,10,0.0
TV - Kelly Clarkson Show,TV,2020-03-02,2020,1,3,10,0.0
TV - Sinclair (Global Citizen),TV,2020-03-02,2020,1,3,10,0.0
TV - Cadent (Addressable),TV,2020-03-02,2020,1,3,10,125365.26
Sinclair - Local Market (TV),TV,2020-03-02,2020,1,3,10,86524.9
Sponsorship - GMA,SPONSORSHIP,2020-03-02,2020,1,3,10,0.0
Sponsorship - Today Show,SPONSORSHIP,2020-03-02,2020,1,3,10,0.0
Sponsorship - Access Live,SPONSORSHIP,2020-03-02,2020,1,3,10,0.0
Sponsorship - E!,SPONSORSHIP,2020-03-02,2020,1,3,10,0.0
Sponsorship - Kelly Clarkson Show,SPONSORSHIP,2020-03-02,2020,1,3,10,0.0
Radio - NYC Pop Up,RADIO,2020-03-02,2020,1,3,10,0.0
Print - FNMagazine \ MSL Holiday,PRINT,2020-03-02,2020,1,3,10,22081.25
OOH - Billups,BILLBOARD,2020-03-02,2020,1,3,10,0.0
Ambassador - Jenna Fischer,INFLUENCER,2020-03-02,2020,1,3,10,0.0
Sinclair - Local Market (Digital),DIGITAL,2020-03-02,2020,1,3,10,0.0
GMA (Digital),DIGITAL,2020-03-02,2020,1,3,10,9140.875
NBCU - Today Show (Digital),DIGITAL,2020-03-02,2020,1,3,10,0.0
NBCU - Access Live (Digital),DIGITAL,2020-03-02,2020,1,3,10,0.0
NBCU - E! (Digital),DIGITAL,2020-03-02,2020,1,3,10,0.0
NBCU - Tasty,DIGITAL,2020-03-02,2020,1,3,10,37717.29
NBCU - Apple News,DIGITAL,2020-03-02,2020,1,3,10,8387.5266
Kelly Clarkson Show (BTS - Digital),DIGITAL,2020-03-02,2020,1,3,10,0.0
KH Digital - Super Bowl (Tastemade),DIGITAL,2020-03-02,2020,1,3,10,0.0
KH Digital - Super Bowl (Influencers),DIGITAL,2020-03-02,2020,1,3,10,0.0
KH Digital - Breakfast (Tastemade),DIGITAL,2020-03-02,2020,1,3,10,0.0
KH Digital - Summer (Delish),DIGITAL,2020-03-02,2020,1,3,10,0.0
KH Digital - BTS (Delish),DIGITAL,2020-03-02,2020,1,3,10,0.0
Digital - 2-Market Test,DIGITAL,2020-03-02,2020,1,3,10,15694.66
Digital - Super Bowl (Paid Social),DIGITAL,2020-03-02,2020,1,3,10,0.0
Digital - SuperBowl (Search \ RT),DIGITAL,2020-03-02,2020,1,3,10,0.0
Digital - Breakfast (Paid Social - Pop Up),DIGITAL,2020-03-02,2020,1,3,10,0.0
Digital - Breakfast (Paid Social),DIGITAL,2020-03-02,2020,1,3,10,10771.0
Digital - StayHome (Paid Social),DIGITAL,2020-03-02,2020,1,3,10,0.0
Digital - Summer (Paid Social),DIGITAL,2020-03-02,2020,1,3,10,0.0
Digital - BTS,DIGITAL,2020-03-02,2020,1,3,10,0.0
Digital - Round Bread,DIGITAL,2020-03-02,2020,1,3,10,0.0
Digital - Holiday \ 70th,DIGITAL,2020-03-02,2020,1,3,10,0.0
Digital - Boosted Organic Posts,DIGITAL,2020-03-02,2020,1,3,10,190.0
TV - ABC\GMA,TV,2020-03-09,2020,1,3,11,0.0
TV - ABC\GMA3,TV,2020-03-09,2020,1,3,11,0.0
TV - Today Show,TV,2020-03-09,2020,1,3,11,0.0
TV - E!,TV,2020-03-09,2020,1,3,11,0.0
TV - Fox News,TV,2020-03-09,2020,1,3,11,0.0
TV - Weather Channel,TV,2020-03-09,2020,1,3,11,0.0
TV - Recipe.TV,TV,2020-03-09,2020,1,3,11,0.0
TV - Simulmedia,TV,2020-03-09,2020,1,3,11,0.0
TV - FreeWheel,TV,2020-03-09,2020,1,3,11,0.0
TV - Kelly Clarkson Show,TV,2020-03-09,2020,1,3,11,0.0
TV - Sinclair (Global Citizen),TV,2020-03-09,2020,1,3,11,0.0
TV - Cadent (Addressable),TV,2020-03-09,2020,1,3,11,125365.26
Sinclair - Local Market (TV),TV,2020-03-09,2020,1,3,11,77574.4
Sponsorship - GMA,SPONSORSHIP,2020-03-09,2020,1,3,11,0.0
Sponsorship - Today Show,SPONSORSHIP,2020-03-09,2020,1,3,11,0.0
Sponsorship - Access Live,SPONSORSHIP,2020-03-09,2020,1,3,11,0.0
Sponsorship - E!,SPONSORSHIP,2020-03-09,2020,1,3,11,0.0
Sponsorship - Kelly Clarkson Show,SPONSORSHIP,2020-03-09,2020,1,3,11,0.0
Radio - NYC Pop Up,RADIO,2020-03-09,2020,1,3,11,0.0
Print - FNMagazine \ MSL Holiday,PRINT,2020-03-09,2020,1,3,11,0.0
OOH - Billups,BILLBOARD,2020-03-09,2020,1,3,11,0.0
Ambassador - Jenna Fischer,INFLUENCER,2020-03-09,2020,1,3,11,0.0
Sinclair - Local Market (Digital),DIGITAL,2020-03-09,2020,1,3,11,14493.48
GMA (Digital),DIGITAL,2020-03-09,2020,1,3,11,9140.875
NBCU - Today Show (Digital),DIGITAL,2020-03-09,2020,1,3,11,0.0
NBCU - Access Live (Digital),DIGITAL,2020-03-09,2020,1,3,11,0.0
NBCU - E! (Digital),DIGITAL,2020-03-09,2020,1,3,11,0.0
NBCU - Tasty,DIGITAL,2020-03-09,2020,1,3,11,0.0
NBCU - Apple News,DIGITAL,2020-03-09,2020,1,3,11,8387.5266
Kelly Clarkson Show (BTS - Digital),DIGITAL,2020-03-09,2020,1,3,11,0.0
KH Digital - Super Bowl (Tastemade),DIGITAL,2020-03-09,2020,1,3,11,0.0
KH Digital - Super Bowl (Influencers),DIGITAL,2020-03-09,2020,1,3,11,0.0
KH Digital - Breakfast (Tastemade),DIGITAL,2020-03-09,2020,1,3,11,0.0
KH Digital - Summer (Delish),DIGITAL,2020-03-09,2020,1,3,11,0.0
KH Digital - BTS (Delish),DIGITAL,2020-03-09,2020,1,3,11,0.0
Digital - 2-Market Test,DIGITAL,2020-03-09,2020,1,3,11,0.0
Digital - Super Bowl (Paid Social),DIGITAL,2020-03-09,2020,1,3,11,0.0
Digital - SuperBowl (Search \ RT),DIGITAL,2020-03-09,2020,1,3,11,0.0
Digital - Breakfast (Paid Social - Pop Up),DIGITAL,2020-03-09,2020,1,3,11,0.0
Digital - Breakfast (Paid Social),DIGITAL,2020-03-09,2020,1,3,11,10771.0
Digital - StayHome (Paid Social),DIGITAL,2020-03-09,2020,1,3,11,0.0
Digital - Summer (Paid Social),DIGITAL,2020-03-09,2020,1,3,11,0.0
Digital - BTS,DIGITAL,2020-03-09,2020,1,3,11,0.0
Digital - Round Bread,DIGITAL,2020-03-09,2020,1,3,11,0.0
Digital - Holiday \ 70th,DIGITAL,2020-03-09,2020,1,3,11,0.0
Digital - Boosted Organic Posts,DIGITAL,2020-03-09,2020,1,3,11,190.0
TV - ABC\GMA,TV,2020-03-16,2020,1,3,12,0.0
TV - ABC\GMA3,TV,2020-03-16,2020,1,3,12,0.0
TV - Today Show,TV,2020-03-16,2020,1,3,12,0.0
TV - E!,TV,2020-03-16,2020,1,3,12,0.0
TV - Fox News,TV,2020-03-16,2020,1,3,12,0.0
TV - Weather Channel,TV,2020-03-16,2020,1,3,12,0.0
TV - Recipe.TV,TV,2020-03-16,2020,1,3,12,0.0
TV - Simulmedia,TV,2020-03-16,2020,1,3,12,0.0
TV - FreeWheel,TV,2020-03-16,2020,1,3,12,0.0
TV - Kelly Clarkson Show,TV,2020-03-16,2020,1,3,12,0.0
TV - Sinclair (Global Citizen),TV,2020-03-16,2020,1,3,12,0.0
TV - Cadent (Addressable),TV,2020-03-16,2020,1,3,12,125365.26
Sinclair - Local Market (TV),TV,2020-03-16,2020,1,3,12,75563.3
Sponsorship - GMA,SPONSORSHIP,2020-03-16,2020,1,3,12,0.0
Sponsorship - Today Show,SPONSORSHIP,2020-03-16,2020,1,3,12,0.0
Sponsorship - Access Live,SPONSORSHIP,2020-03-16,2020,1,3,12,0.0
Sponsorship - E!,SPONSORSHIP,2020-03-16,2020,1,3,12,0.0
Sponsorship - Kelly Clarkson Show,SPONSORSHIP,2020-03-16,2020,1,3,12,0.0
Radio - NYC Pop Up,RADIO,2020-03-16,2020,1,3,12,0.0
Print - FNMagazine \ MSL Holiday,PRINT,2020-03-16,2020,1,3,12,0.0
OOH - Billups,BILLBOARD,2020-03-16,2020,1,3,12,0.0
Ambassador - Jenna Fischer,INFLUENCER,2020-03-16,2020,1,3,12,0.0
Sinclair - Local Market (Digital),DIGITAL,2020-03-16,2020,1,3,12,14493.48
GMA (Digital),DIGITAL,2020-03-16,2020,1,3,12,9140.875
NBCU - Today Show (Digital),DIGITAL,2020-03-16,2020,1,3,12,0.0
NBCU - Access Live (Digital),DIGITAL,2020-03-16,2020,1,3,12,0.0
NBCU - E! (Digital),DIGITAL,2020-03-16,2020,1,3,12,0.0
NBCU - Tasty,DIGITAL,2020-03-16,2020,1,3,12,0.0
NBCU - Apple News,DIGITAL,2020-03-16,2020,1,3,12,8387.5266
Kelly Clarkson Show (BTS - Digital),DIGITAL,2020-03-16,2020,1,3,12,0.0
KH Digital - Super Bowl (Tastemade),DIGITAL,2020-03-16,2020,1,3,12,0.0
KH Digital - Super Bowl (Influencers),DIGITAL,2020-03-16,2020,1,3,12,0.0
KH Digital - Breakfast (Tastemade),DIGITAL,2020-03-16,2020,1,3,12,0.0
KH Digital - Summer (Delish),DIGITAL,2020-03-16,2020,1,3,12,0.0
KH Digital - BTS (Delish),DIGITAL,2020-03-16,2020,1,3,12,0.0
Digital - 2-Market Test,DIGITAL,2020-03-16,2020,1,3,12,0.0
Digital - Super Bowl (Paid Social),DIGITAL,2020-03-16,2020,1,3,12,0.0
Digital - SuperBowl (Search \ RT),DIGITAL,2020-03-16,2020,1,3,12,0.0
Digital - Breakfast (Paid Social - Pop Up),DIGITAL,2020-03-16,2020,1,3,12,0.0
Digital - Breakfast (Paid Social),DIGITAL,2020-03-16,2020,1,3,12,10771.0
Digital - StayHome (Paid Social),DIGITAL,2020-03-16,2020,1,3,12,0.0
Digital - Summer (Paid Social),DIGITAL,2020-03-16,2020,1,3,12,0.0
Digital - BTS,DIGITAL,2020-03-16,2020,1,3,12,0.0
Digital - Round Bread,DIGITAL,2020-03-16,2020,1,3,12,0.0
Digital - Holiday \ 70th,DIGITAL,2020-03-16,2020,1,3,12,0.0
Digital - Boosted Organic Posts,DIGITAL,2020-03-16,2020,1,3,12,190.0
TV - ABC\GMA,TV,2020-03-23,2020,1,3,13,0.0
TV - ABC\GMA3,TV,2020-03-23,2020,1,3,13,0.0
TV - Today Show,TV,2020-03-23,2020,1,3,13,0.0
TV - E!,TV,2020-03-23,2020,1,3,13,0.0
TV - Fox News,TV,2020-03-23,2020,1,3,13,0.0
TV - Weather Channel,TV,2020-03-23,2020,1,3,13,0.0
TV - Recipe.TV,TV,2020-03-23,2020,1,3,13,0.0
TV - Simulmedia,TV,2020-03-23,2020,1,3,13,0.0
TV - FreeWheel,TV,2020-03-23,2020,1,3,13,0.0
TV - Kelly Clarkson Show,TV,2020-03-23,2020,1,3,13,0.0
TV - Sinclair (Global Citizen),TV,2020-03-23,2020,1,3,13,0.0
TV - Cadent (Addressable),TV,2020-03-23,2020,1,3,13,125365.26
Sinclair - Local Market (TV),TV,2020-03-23,2020,1,3,13,81114.0
Sponsorship - GMA,SPONSORSHIP,2020-03-23,2020,1,3,13,0.0
Sponsorship - Today Show,SPONSORSHIP,2020-03-23,2020,1,3,13,0.0
Sponsorship - Access Live,SPONSORSHIP,2020-03-23,2020,1,3,13,0.0
Sponsorship - E!,SPONSORSHIP,2020-03-23,2020,1,3,13,0.0
Sponsorship - Kelly Clarkson Show,SPONSORSHIP,2020-03-23,2020,1,3,13,0.0
Radio - NYC Pop Up,RADIO,2020-03-23,2020,1,3,13,0.0
Print - FNMagazine \ MSL Holiday,PRINT,2020-03-23,2020,1,3,13,0.0
OOH - Billups,BILLBOARD,2020-03-23,2020,1,3,13,0.0
Ambassador - Jenna Fischer,INFLUENCER,2020-03-23,2020,1,3,13,0.0
Sinclair - Local Market (Digital),DIGITAL,2020-03-23,2020,1,3,13,14493.48
GMA (Digital),DIGITAL,2020-03-23,2020,1,3,13,9140.875
NBCU - Today Show (Digital),DIGITAL,2020-03-23,2020,1,3,13,0.0
NBCU - Access Live (Digital),DIGITAL,2020-03-23,2020,1,3,13,0.0
NBCU - E! (Digital),DIGITAL,2020-03-23,2020,1,3,13,0.0
NBCU - Tasty,DIGITAL,2020-03-23,2020,1,3,13,0.0
NBCU - Apple News,DIGITAL,2020-03-23,2020,1,3,13,0.0
Kelly Clarkson Show (BTS - Digital),DIGITAL,2020-03-23,2020,1,3,13,0.0
KH Digital - Super Bowl (Tastemade),DIGITAL,2020-03-23,2020,1,3,13,0.0
KH Digital - Super Bowl (Influencers),DIGITAL,2020-03-23,2020,1,3,13,0.0
KH Digital - Breakfast (Tastemade),DIGITAL,2020-03-23,2020,1,3,13,0.0
KH Digital - Summer (Delish),DIGITAL,2020-03-23,2020,1,3,13,0.0
KH Digital - BTS (Delish),DIGITAL,2020-03-23,2020,1,3,13,0.0
Digital - 2-Market Test,DIGITAL,2020-03-23,2020,1,3,13,0.0
Digital - Super Bowl (Paid Social),DIGITAL,2020-03-23,2020,1,3,13,0.0
Digital - SuperBowl (Search \ RT),DIGITAL,2020-03-23,2020,1,3,13,0.0
Digital - Breakfast (Paid Social - Pop Up),DIGITAL,2020-03-23,2020,1,3,13,0.0
Digital - Breakfast (Paid Social),DIGITAL,2020-03-23,2020,1,3,13,0.0
Digital - StayHome (Paid Social),DIGITAL,2020-03-23,2020,1,3,13,0.0
Digital - Summer (Paid Social),DIGITAL,2020-03-23,2020,1,3,13,0.0
Digital - BTS,DIGITAL,2020-03-23,2020,1,3,13,0.0
Digital - Round Bread,DIGITAL,2020-03-23,2020,1,3,13,0.0
Digital - Holiday \ 70th,DIGITAL,2020-03-23,2020,1,3,13,0.0
Digital - Boosted Organic Posts,DIGITAL,2020-03-23,2020,1,3,13,190.0
TV - ABC\GMA,TV,2020-03-30,2020,2,3,14,0.0
TV - ABC\GMA3,TV,2020-03-30,2020,2,3,14,0.0
TV - Today Show,TV,2020-03-30,2020,2,3,14,0.0
TV - E!,TV,2020-03-30,2020,2,3,14,0.0
TV - Fox News,TV,2020-03-30,2020,2,3,14,0.0
TV - Weather Channel,TV,2020-03-30,2020,2,3,14,0.0
TV - Recipe.TV,TV,2020-03-30,2020,2,3,14,0.0
TV - Simulmedia,TV,2020-03-30,2020,2,3,14,0.0
TV - FreeWheel,TV,2020-03-30,2020,2,3,14,0.0
TV - Kelly Clarkson Show,TV,2020-03-30,2020,2,3,14,0.0
TV - Sinclair (Global Citizen),TV,2020-03-30,2020,2,3,14,0.0
TV - Cadent (Addressable),TV,2020-03-30,2020,2,3,14,124087.0
Sinclair - Local Market (TV),TV,2020-03-30,2020,2,3,14,0.0
Sponsorship - GMA,SPONSORSHIP,2020-03-30,2020,2,3,14,0.0
Sponsorship - Today Show,SPONSORSHIP,2020-03-30,2020,2,3,14,0.0
Sponsorship - Access Live,SPONSORSHIP,2020-03-30,2020,2,3,14,0.0
Sponsorship - E!,SPONSORSHIP,2020-03-30,2020,2,3,14,0.0
Sponsorship - Kelly Clarkson Show,SPONSORSHIP,2020-03-30,2020,2,3,14,0.0
Radio - NYC Pop Up,RADIO,2020-03-30,2020,2,3,14,0.0
Print - FNMagazine \ MSL Holiday,PRINT,2020-03-30,2020,2,3,14,0.0
OOH - Billups,BILLBOARD,2020-03-30,2020,2,3,14,0.0
Ambassador - Jenna Fischer,INFLUENCER,2020-03-30,2020,2,3,14,0.0
Sinclair - Local Market (Digital),DIGITAL,2020-03-30,2020,2,3,14,0.0
GMA (Digital),DIGITAL,2020-03-30,2020,2,3,14,0.0
NBCU - Today Show (Digital),DIGITAL,2020-03-30,2020,2,3,14,0.0
NBCU - Access Live (Digital),DIGITAL,2020-03-30,2020,2,3,14,0.0
NBCU - E! (Digital),DIGITAL,2020-03-30,2020,2,3,14,0.0
NBCU - Tasty,DIGITAL,2020-03-30,2020,2,3,14,0.0
NBCU - Apple News,DIGITAL,2020-03-30,2020,2,3,14,0.0
Kelly Clarkson Show (BTS - Digital),DIGITAL,2020-03-30,2020,2,3,14,0.0
KH Digital - Super Bowl (Tastemade),DIGITAL,2020-03-30,2020,2,3,14,0.0
KH Digital - Super Bowl (Influencers),DIGITAL,2020-03-30,2020,2,3,14,0.0
KH Digital - Breakfast (Tastemade),DIGITAL,2020-03-30,2020,2,3,14,0.0
KH Digital - Summer (Delish),DIGITAL,2020-03-30,2020,2,3,14,0.0
KH Digital - BTS (Delish),DIGITAL,2020-03-30,2020,2,3,14,0.0
Digital - 2-Market Test,DIGITAL,2020-03-30,2020,2,3,14,0.0
Digital - Super Bowl (Paid Social),DIGITAL,2020-03-30,2020,2,3,14,0.0
Digital - SuperBowl (Search \ RT),DIGITAL,2020-03-30,2020,2,3,14,0.0
Digital - Breakfast (Paid Social - Pop Up),DIGITAL,2020-03-30,2020,2,3,14,0.0
Digital - Breakfast (Paid Social),DIGITAL,2020-03-30,2020,2,3,14,0.0
Digital - StayHome (Paid Social),DIGITAL,2020-03-30,2020,2,3,14,0.0
Digital - Summer (Paid Social),DIGITAL,2020-03-30,2020,2,3,14,0.0
Digital - BTS,DIGITAL,2020-03-30,2020,2,3,14,0.0
Digital - Round Bread,DIGITAL,2020-03-30,2020,2,3,14,0.0
Digital - Holiday \ 70th,DIGITAL,2020-03-30,2020,2,3,14,0.0
Digital - Boosted Organic Posts,DIGITAL,2020-03-30,2020,2,3,14,309.86
TV - ABC\GMA,TV,2020-04-06,2020,2,4,15,0.0
TV - ABC\GMA3,TV,2020-04-06,2020,2,4,15,0.0
TV - Today Show,TV,2020-04-06,2020,2,4,15,0.0
TV - E!,TV,2020-04-06,2020,2,4,15,0.0
TV - Fox News,TV,2020-04-06,2020,2,4,15,0.0
TV - Weather Channel,TV,2020-04-06,2020,2,4,15,0.0
TV - Recipe.TV,TV,2020-04-06,2020,2,4,15,0.0
TV - Simulmedia,TV,2020-04-06,2020,2,4,15,0.0
TV - FreeWheel,TV,2020-04-06,2020,2,4,15,0.0
TV - Kelly Clarkson Show,TV,2020-04-06,2020,2,4,15,0.0
TV - Sinclair (Global Citizen),TV,2020-04-06,2020,2,4,15,0.0
TV - Cadent (Addressable),TV,2020-04-06,2020,2,4,15,124087.0
Sinclair - Local Market (TV),TV,2020-04-06,2020,2,4,15,0.0
Sponsorship - GMA,SPONSORSHIP,2020-04-06,2020,2,4,15,0.0
Sponsorship - Today Show,SPONSORSHIP,2020-04-06,2020,2,4,15,0.0
Sponsorship - Access Live,SPONSORSHIP,2020-04-06,2020,2,4,15,0.0
Sponsorship - E!,SPONSORSHIP,2020-04-06,2020,2,4,15,0.0
Sponsorship - Kelly Clarkson Show,SPONSORSHIP,2020-04-06,2020,2,4,15,0.0
Radio - NYC Pop Up,RADIO,2020-04-06,2020,2,4,15,0.0
Print - FNMagazine \ MSL Holiday,PRINT,2020-04-06,2020,2,4,15,0.0
OOH - Billups,BILLBOARD,2020-04-06,2020,2,4,15,0.0
Ambassador - Jenna Fischer,INFLUENCER,2020-04-06,2020,2,4,15,0.0
Sinclair - Local Market (Digital),DIGITAL,2020-04-06,2020,2,4,15,0.0
GMA (Digital),DIGITAL,2020-04-06,2020,2,4,15,0.0
NBCU - Today Show (Digital),DIGITAL,2020-04-06,2020,2,4,15,0.0
NBCU - Access Live (Digital),DIGITAL,2020-04-06,2020,2,4,15,0.0
NBCU - E! (Digital),DIGITAL,2020-04-06,2020,2,4,15,0.0
NBCU - Tasty,DIGITAL,2020-04-06,2020,2,4,15,0.0
NBCU - Apple News,DIGITAL,2020-04-06,2020,2,4,15,0.0
Kelly Clarkson Show (BTS - Digital),DIGITAL,2020-04-06,2020,2,4,15,0.0
KH Digital - Super Bowl (Tastemade),DIGITAL,2020-04-06,2020,2,4,15,0.0
KH Digital - Super Bowl (Influencers),DIGITAL,2020-04-06,2020,2,4,15,0.0
KH Digital - Breakfast (Tastemade),DIGITAL,2020-04-06,2020,2,4,15,0.0
KH Digital - Summer (Delish),DIGITAL,2020-04-06,2020,2,4,15,0.0
KH Digital - BTS (Delish),DIGITAL,2020-04-06,2020,2,4,15,0.0
Digital - 2-Market Test,DIGITAL,2020-04-06,2020,2,4,15,0.0
Digital - Super Bowl (Paid Social),DIGITAL,2020-04-06,2020,2,4,15,0.0
Digital - SuperBowl (Search \ RT),DIGITAL,2020-04-06,2020,2,4,15,0.0
Digital - Breakfast (Paid Social - Pop Up),DIGITAL,2020-04-06,2020,2,4,15,0.0
Digital - Breakfast (Paid Social),DIGITAL,2020-04-06,2020,2,4,15,0.0
Digital - StayHome (Paid Social),DIGITAL,2020-04-06,2020,2,4,15,0.0
Digital - Summer (Paid Social),DIGITAL,2020-04-06,2020,2,4,15,0.0
Digital - BTS,DIGITAL,2020-04-06,2020,2,4,15,0.0
Digital - Round Bread,DIGITAL,2020-04-06,2020,2,4,15,0.0
Digital - Holiday \ 70th,DIGITAL,2020-04-06,2020,2,4,15,0.0
Digital - Boosted Organic Posts,DIGITAL,2020-04-06,2020,2,4,15,309.86
TV - ABC\GMA,TV,2020-04-13,2020,2,4,16,0.0
TV - ABC\GMA3,TV,2020-04-13,2020,2,4,16,0.0
TV - Today Show,TV,2020-04-13,2020,2,4,16,0.0
TV - E!,TV,2020-04-13,2020,2,4,16,0.0
TV - Fox News,TV,2020-04-13,2020,2,4,16,0.0
TV - Weather Channel,TV,2020-04-13,2020,2,4,16,0.0
TV - Recipe.TV,TV,2020-04-13,2020,2,4,16,0.0
TV - Simulmedia,TV,2020-04-13,2020,2,4,16,0.0
TV - FreeWheel,TV,2020-04-13,2020,2,4,16,0.0
TV - Kelly Clarkson Show,TV,2020-04-13,2020,2,4,16,0.0
TV - Sinclair (Global Citizen),TV,2020-04-13,2020,2,4,16,34000.0
TV - Cadent (Addressable),TV,2020-04-13,2020,2,4,16,0.0
Sinclair - Local Market (TV),TV,2020-04-13,2020,2,4,16,0.0
